Country,Commodity,Measure,Unit of measure,Year,Value
European Union,Roots and tubers,Exports,Tonnes,2022,214.735
European Union,Cottonseed,Production,Tonnes,2022,283.9
European Union,Roots and tubers,Area harvested,Hectares,2022,1582.9663
European Union,Cottonseed,Area harvested,Hectares,2022,325.9576
European Union,Roots and tubers,Production,Tonnes,2022,12108.8793
European Union,Wheat,Exports,Tonnes,2023,30370.8146
European Union,Wheat,Area harvested,Hectares,2023,23640.581
European Union,Wheat,Production,Tonnes,2023,127795.8946
European Union,Cottonseed,Exports,Tonnes,2023,423.3046
European Union,Roots and tubers,Exports,Tonnes,2023,199.6127
European Union,Cottonseed,Production,Tonnes,2023,288.0746
European Union,Roots and tubers,Area harvested,Hectares,2023,1571.5979
European Union,Cottonseed,Area harvested,Hectares,2023,329.0913
European Union,Roots and tubers,Production,Tonnes,2023,12061.9379
European Union,Wheat,Exports,Tonnes,2024,30108.5711
European Union,Wheat,Area harvested,Hectares,2024,23576.6937
European Union,Wheat,Production,Tonnes,2024,127904.1224
European Union,Cottonseed,Exports,Tonnes,2024,423.0205
European Union,Roots and tubers,Exports,Tonnes,2024,226.8991
European Union,Cottonseed,Production,Tonnes,2024,290.9252
European Union,Roots and tubers,Area harvested,Hectares,2024,1561.8461
European Union,Cottonseed,Area harvested,Hectares,2024,331.3609
European Union,Roots and tubers,Production,Tonnes,2024,12127.3956
European Union,Wheat,Exports,Tonnes,2025,30182.4262
European Union,Wheat,Area harvested,Hectares,2025,23479.8525
European Union,Wheat,Production,Tonnes,2025,127757.8312
European Union,Cottonseed,Exports,Tonnes,2025,423.2772
European Union,Roots and tubers,Exports,Tonnes,2025,240.608
European Union,Cottonseed,Production,Tonnes,2025,291.7711
European Union,Roots and tubers,Area harvested,Hectares,2025,1551.5257
European Union,Cottonseed,Area harvested,Hectares,2025,331.5312
European Union,Roots and tubers,Production,Tonnes,2025,12111.4662
European Union,Wheat,Exports,Tonnes,2026,30486.7163
European Union,Wheat,Area harvested,Hectares,2026,23383.4209
European Union,Wheat,Production,Tonnes,2026,127774.1311
European Union,Cottonseed,Exports,Tonnes,2026,424.2496
European Union,Roots and tubers,Exports,Tonnes,2026,244.9423
European Union,Cottonseed,Production,Tonnes,2026,290.9321
European Union,Roots and tubers,Area harvested,Hectares,2026,1541.6644
European Union,Cottonseed,Area harvested,Hectares,2026,329.9852
European Union,Roots and tubers,Production,Tonnes,2026,12171.2703
European Union,Wheat,Exports,Tonnes,2027,30660.4402
European Union,Wheat,Area harvested,Hectares,2027,23302.3265
European Union,Wheat,Production,Tonnes,2027,127920.0438
European Union,Cottonseed,Exports,Tonnes,2027,423.9251
European Union,Roots and tubers,Exports,Tonnes,2027,258.8051
European Union,Cottonseed,Production,Tonnes,2027,290.3052
European Union,Roots and tubers,Area harvested,Hectares,2027,1530.6421
European Union,Cottonseed,Area harvested,Hectares,2027,328.6154
European Union,Roots and tubers,Production,Tonnes,2027,12159.8925
European Union,Wheat,Exports,Tonnes,2028,30956.5456
European Union,Wheat,Area harvested,Hectares,2028,23237.9601
European Union,Wheat,Production,Tonnes,2028,128118.6625
European Union,Cottonseed,Exports,Tonnes,2028,422.8224
European Union,Roots and tubers,Exports,Tonnes,2028,267.3964
European Union,Cottonseed,Production,Tonnes,2028,290.2811
European Union,Roots and tubers,Area harvested,Hectares,2028,1520.1643
European Union,Cottonseed,Area harvested,Hectares,2028,327.7317
European Union,Roots and tubers,Production,Tonnes,2028,12187.8672
European Union,Wheat,Exports,Tonnes,2029,31080.5106
European Union,Wheat,Area harvested,Hectares,2029,23170.2213
European Union,Wheat,Production,Tonnes,2029,128279.1932
European Union,Cottonseed,Exports,Tonnes,2029,422.1752
European Union,Roots and tubers,Exports,Tonnes,2029,291.8309
European Union,Cottonseed,Production,Tonnes,2029,291.4388
European Union,Roots and tubers,Area harvested,Hectares,2029,1509.0871
European Union,Cottonseed,Area harvested,Hectares,2029,328.0891
European Union,Roots and tubers,Production,Tonnes,2029,12187.5417
European Union,Wheat,Exports,Tonnes,2030,31112.1058
European Union,Wheat,Area harvested,Hectares,2030,23087.4507
European Union,Wheat,Production,Tonnes,2030,128285.9004
European Union,Cottonseed,Exports,Tonnes,2030,422.0826
European Union,Roots and tubers,Exports,Tonnes,2030,307.9574
European Union,Cottonseed,Production,Tonnes,2030,292.902
European Union,Roots and tubers,Area harvested,Hectares,2030,1499.3832
European Union,Cottonseed,Area harvested,Hectares,2030,328.7541
European Union,Roots and tubers,Production,Tonnes,2030,12212.878
India,Wheat,Production,Tonnes,2015,86530
India,Roots and tubers,Exports,Tonnes,2015,59.1576
India,Cottonseed,Production,Tonnes,2015,5746
India,Roots and tubers,Area harvested,Hectares,2015,2391
India,Wheat,Exports,Tonnes,2015,1121.6899
India,Wheat,Area harvested,Hectares,2015,31470
India,Cottonseed,Area harvested,Hectares,2015,11877
India,Roots and tubers,Production,Tonnes,2015,12236.5522
India,Cottonseed,Exports,Tonnes,2015,1257.648
India,Wheat,Production,Tonnes,2016,92290
India,Roots and tubers,Exports,Tonnes,2016,61.6917
India,Cottonseed,Production,Tonnes,2016,5865
India,Roots and tubers,Area harvested,Hectares,2016,2447
India,Wheat,Exports,Tonnes,2016,486.2412
India,Cottonseed,Area harvested,Hectares,2016,10845
India,Roots and tubers,Production,Tonnes,2016,12603.6487
India,Cottonseed,Exports,Tonnes,2016,990.715
India,Wheat,Area harvested,Hectares,2016,30230
India,Wheat,Production,Tonnes,2017,98510
India,Roots and tubers,Exports,Tonnes,2017,64.3446
India,Cottonseed,Production,Tonnes,2017,6350
India,Roots and tubers,Area harvested,Hectares,2017,2506
India,Wheat,Exports,Tonnes,2017,555.191
India,Wheat,Area harvested,Hectares,2017,30785
India,Cottonseed,Area harvested,Hectares,2017,12235
India,Roots and tubers,Production,Tonnes,2017,12981.7582
India,Cottonseed,Exports,Tonnes,2017,1132.12
India,Wheat,Production,Tonnes,2018,99870
India,Roots and tubers,Exports,Tonnes,2018,67.0897
India,Cottonseed,Production,Tonnes,2018,5610
India,Roots and tubers,Area harvested,Hectares,2018,2501.336
India,Wheat,Exports,Tonnes,2018,479.9309
India,Wheat,Area harvested,Hectares,2018,29576
India,Cottonseed,Area harvested,Hectares,2018,12600
India,Roots and tubers,Production,Tonnes,2018,13371.2109
India,Cottonseed,Exports,Tonnes,2018,764.59
India,Wheat,Production,Tonnes,2019,103600
India,Roots and tubers,Exports,Tonnes,2019,69.9586
India,Cottonseed,Production,Tonnes,2019,6069
India,Roots and tubers,Area harvested,Hectares,2019,2541.3594
India,Wheat,Exports,Tonnes,2019,492.628
India,Wheat,Area harvested,Hectares,2019,29930
India,Cottonseed,Area harvested,Hectares,2019,13300
India,Roots and tubers,Production,Tonnes,2019,13772.3473
India,Cottonseed,Exports,Tonnes,2019,696.03
India,Wheat,Production,Tonnes,2020,107590
India,Roots and tubers,Exports,Tonnes,2020,72.9481
India,Cottonseed,Production,Tonnes,2020,6200
India,Roots and tubers,Area harvested,Hectares,2020,2582.0232
India,Wheat,Exports,Tonnes,2020,999.933
India,Wheat,Area harvested,Hectares,2020,32000
India,Cottonseed,Area harvested,Hectares,2020,12635
India,Roots and tubers,Production,Tonnes,2020,14185.5177
India,Cottonseed,Exports,Tonnes,2020,1227.4
India,Wheat,Production,Tonnes,2021,109418.0104
India,Roots and tubers,Exports,Tonnes,2021,77.2886
India,Cottonseed,Production,Tonnes,2021,6294.4455
India,Roots and tubers,Area harvested,Hectares,2021,2596.0549
India,Wheat,Exports,Tonnes,2021,1176.2139
India,Wheat,Area harvested,Hectares,2021,32221.4903
India,Cottonseed,Area harvested,Hectares,2021,12687.9089
India,Roots and tubers,Production,Tonnes,2021,14518.6759
India,Cottonseed,Exports,Tonnes,2021,1399.1113
India,Wheat,Production,Tonnes,2022,109754.2781
India,Roots and tubers,Exports,Tonnes,2022,72.5146
India,Cottonseed,Production,Tonnes,2022,6385.5447
India,Roots and tubers,Area harvested,Hectares,2022,2616.5048
India,Wheat,Exports,Tonnes,2022,901.3323
India,Wheat,Area harvested,Hectares,2022,32000.5179
India,Cottonseed,Area harvested,Hectares,2022,12734.4759
India,Roots and tubers,Production,Tonnes,2022,14846.3173
India,Cottonseed,Exports,Tonnes,2022,1406.4049
India,Wheat,Production,Tonnes,2023,112053.9156
India,Roots and tubers,Exports,Tonnes,2023,74.4407
India,Cottonseed,Production,Tonnes,2023,6472.8872
India,Roots and tubers,Area harvested,Hectares,2023,2641.0038
India,Wheat,Exports,Tonnes,2023,1033.633
India,Wheat,Area harvested,Hectares,2023,32347.5618
India,Cottonseed,Area harvested,Hectares,2023,12769.9774
India,Roots and tubers,Production,Tonnes,2023,15240.439
India,Cottonseed,Exports,Tonnes,2023,1408.6342
India,Wheat,Production,Tonnes,2024,112813.8198
India,Roots and tubers,Exports,Tonnes,2024,73.9017
India,Cottonseed,Production,Tonnes,2024,6569.9313
India,Roots and tubers,Area harvested,Hectares,2024,2661.0813
India,Wheat,Exports,Tonnes,2024,901.353
India,Wheat,Area harvested,Hectares,2024,32244.4714
India,Cottonseed,Area harvested,Hectares,2024,12820.1543
India,Roots and tubers,Production,Tonnes,2024,15579.2763
India,Cottonseed,Exports,Tonnes,2024,1418.3795
India,Roots and tubers,Area harvested,Hectares,2025,2685.2162
India,Wheat,Exports,Tonnes,2025,1028.6863
India,Wheat,Area harvested,Hectares,2025,32513.8953
India,Wheat,Production,Tonnes,2025,114894.1612
India,Roots and tubers,Exports,Tonnes,2025,77.1982
India,Cottonseed,Production,Tonnes,2025,6662.7104
India,Cottonseed,Area harvested,Hectares,2025,12859.8218
India,Roots and tubers,Production,Tonnes,2025,15985.6783
India,Cottonseed,Exports,Tonnes,2025,1425.1944
India,Wheat,Production,Tonnes,2026,115892.2027
India,Roots and tubers,Exports,Tonnes,2026,76.9531
India,Cottonseed,Production,Tonnes,2026,6766.2815
India,Roots and tubers,Area harvested,Hectares,2026,2702.262
India,Wheat,Exports,Tonnes,2026,958.2818
India,Wheat,Area harvested,Hectares,2026,32471.5999
India,Cottonseed,Area harvested,Hectares,2026,12916.8221
India,Roots and tubers,Production,Tonnes,2026,16310.6547
India,Cottonseed,Exports,Tonnes,2026,1439.707
India,Wheat,Production,Tonnes,2027,117753.2004
India,Roots and tubers,Exports,Tonnes,2027,80.2287
India,Cottonseed,Production,Tonnes,2027,6866.4745
India,Roots and tubers,Area harvested,Hectares,2027,2721.8255
India,Wheat,Exports,Tonnes,2027,1037.3303
India,Wheat,Area harvested,Hectares,2027,32666.3594
India,Cottonseed,Area harvested,Hectares,2027,12964.8352
India,Roots and tubers,Production,Tonnes,2027,16683.5917
India,Cottonseed,Exports,Tonnes,2027,1452.8153
India,Wheat,Production,Tonnes,2028,118887.001
India,Roots and tubers,Exports,Tonnes,2028,81.4626
India,Cottonseed,Production,Tonnes,2028,6974.4681
India,Roots and tubers,Area harvested,Hectares,2028,2735.5931
India,Wheat,Exports,Tonnes,2028,999.2009
India,Wheat,Area harvested,Hectares,2028,32654.3511
India,Cottonseed,Area harvested,Hectares,2028,13023.5755
India,Roots and tubers,Production,Tonnes,2028,16987.1945
India,Cottonseed,Exports,Tonnes,2028,1473.0907
India,Wheat,Production,Tonnes,2029,120622.3408
India,Roots and tubers,Exports,Tonnes,2029,85.3688
India,Cottonseed,Production,Tonnes,2029,7082.1341
India,Wheat,Area harvested,Hectares,2029,32802.9628
India,Cottonseed,Area harvested,Hectares,2029,13077.9442
India,Roots and tubers,Production,Tonnes,2029,17339.4868
India,Cottonseed,Exports,Tonnes,2029,1493.5416
India,Roots and tubers,Area harvested,Hectares,2029,2752.3154
India,Wheat,Exports,Tonnes,2029,1053.1242
India,Wheat,Production,Tonnes,2030,121842.9563
India,Roots and tubers,Exports,Tonnes,2030,87.4367
India,Cottonseed,Production,Tonnes,2030,7194.923
India,Roots and tubers,Area harvested,Hectares,2030,2765.3637
India,Wheat,Exports,Tonnes,2030,1031.5026
India,Wheat,Area harvested,Hectares,2030,32806.8338
India,Cottonseed,Area harvested,Hectares,2030,13138.1933
India,Roots and tubers,Production,Tonnes,2030,17645.4387
India,Cottonseed,Exports,Tonnes,2030,1516.9786
Indonesia,Cottonseed,Area harvested,Hectares,2015,7.695
Indonesia,Wheat,Production,Tonnes,2015,0.0001
Indonesia,Cottonseed,Production,Tonnes,2015,4.6401
Indonesia,Roots and tubers,Exports,Tonnes,2015,269.4188
Indonesia,Roots and tubers,Production,Tonnes,2015,8578.9686
Indonesia,Wheat,Exports,Tonnes,2015,109.8416
Indonesia,Wheat,Area harvested,Hectares,2015,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2015,3.043
Indonesia,Roots and tubers,Area harvested,Hectares,2015,1229.061
Indonesia,Cottonseed,Area harvested,Hectares,2016,6.9255
Indonesia,Wheat,Production,Tonnes,2016,0.0001
Indonesia,Cottonseed,Production,Tonnes,2016,4.2577
Indonesia,Roots and tubers,Exports,Tonnes,2016,277.5493
Indonesia,Roots and tubers,Production,Tonnes,2016,8822.91
Indonesia,Wheat,Exports,Tonnes,2016,124.1267
Indonesia,Wheat,Area harvested,Hectares,2016,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2016,1.58
Indonesia,Roots and tubers,Area harvested,Hectares,2016,1082.522
Indonesia,Cottonseed,Area harvested,Hectares,2017,6.233
Indonesia,Wheat,Production,Tonnes,2017,0.0001
Indonesia,Cottonseed,Production,Tonnes,2017,3.832
Indonesia,Roots and tubers,Exports,Tonnes,2017,285.9594
Indonesia,Roots and tubers,Production,Tonnes,2017,9073.8499
Indonesia,Wheat,Exports,Tonnes,2017,116.2471
Indonesia,Wheat,Area harvested,Hectares,2017,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2017,1.58
Indonesia,Roots and tubers,Area harvested,Hectares,2017,1024.876
Indonesia,Cottonseed,Area harvested,Hectares,2018,5.6097
Indonesia,Wheat,Production,Tonnes,2018,0.0001
Indonesia,Cottonseed,Production,Tonnes,2018,3.466
Indonesia,Roots and tubers,Exports,Tonnes,2018,294.6097
Indonesia,Roots and tubers,Production,Tonnes,2018,9331.9902
Indonesia,Wheat,Exports,Tonnes,2018,58.5416
Indonesia,Wheat,Area harvested,Hectares,2018,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2018,0.0001
Indonesia,Roots and tubers,Area harvested,Hectares,2018,927.147
Indonesia,Cottonseed,Area harvested,Hectares,2019,5.0487
Indonesia,Wheat,Production,Tonnes,2019,0.0001
Indonesia,Cottonseed,Production,Tonnes,2019,3.135
Indonesia,Roots and tubers,Exports,Tonnes,2019,303.4803
Indonesia,Roots and tubers,Production,Tonnes,2019,9597.5384
Indonesia,Wheat,Exports,Tonnes,2019,86.2135
Indonesia,Wheat,Area harvested,Hectares,2019,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2019,0.0001
Indonesia,Roots and tubers,Area harvested,Hectares,2019,899.3326
Indonesia,Cottonseed,Area harvested,Hectares,2020,4.5438
Indonesia,Wheat,Production,Tonnes,2020,0.0001
Indonesia,Cottonseed,Production,Tonnes,2020,2.822
Indonesia,Roots and tubers,Exports,Tonnes,2020,312.6836
Indonesia,Roots and tubers,Production,Tonnes,2020,9870.7082
Indonesia,Wheat,Exports,Tonnes,2020,89.9964
Indonesia,Wheat,Area harvested,Hectares,2020,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2020,0.0001
Indonesia,Roots and tubers,Area harvested,Hectares,2020,872.3526
Indonesia,Cottonseed,Area harvested,Hectares,2021,4.5452
Indonesia,Wheat,Production,Tonnes,2021,0.0001
Indonesia,Cottonseed,Production,Tonnes,2021,2.8875
Indonesia,Roots and tubers,Exports,Tonnes,2021,321.7295
Indonesia,Roots and tubers,Production,Tonnes,2021,9997.3144
Indonesia,Wheat,Exports,Tonnes,2021,84.0151
Indonesia,Wheat,Area harvested,Hectares,2021,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2021,0.0001
Indonesia,Roots and tubers,Area harvested,Hectares,2021,863.0629
Indonesia,Cottonseed,Area harvested,Hectares,2022,4.5442
Indonesia,Wheat,Production,Tonnes,2022,0.0001
Indonesia,Cottonseed,Production,Tonnes,2022,2.9164
Indonesia,Roots and tubers,Exports,Tonnes,2022,348.644
Indonesia,Roots and tubers,Production,Tonnes,2022,10215.1602
Indonesia,Wheat,Exports,Tonnes,2022,81.4718
Indonesia,Wheat,Area harvested,Hectares,2022,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2022,0.0001
Indonesia,Roots and tubers,Area harvested,Hectares,2022,861.139
Indonesia,Cottonseed,Area harvested,Hectares,2023,4.5376
Indonesia,Wheat,Production,Tonnes,2023,0.0001
Indonesia,Cottonseed,Production,Tonnes,2023,2.9749
Indonesia,Roots and tubers,Exports,Tonnes,2023,400.221
Indonesia,Roots and tubers,Production,Tonnes,2023,10456.2859
Indonesia,Wheat,Exports,Tonnes,2023,80.426
Indonesia,Wheat,Area harvested,Hectares,2023,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2023,0.0001
Indonesia,Roots and tubers,Area harvested,Hectares,2023,862.5833
Indonesia,Cottonseed,Area harvested,Hectares,2024,4.5367
Indonesia,Wheat,Production,Tonnes,2024,0.0001
Indonesia,Cottonseed,Production,Tonnes,2024,3.0193
Indonesia,Roots and tubers,Exports,Tonnes,2024,445.2887
Indonesia,Roots and tubers,Production,Tonnes,2024,10646.8389
Indonesia,Wheat,Exports,Tonnes,2024,78.8344
Indonesia,Wheat,Area harvested,Hectares,2024,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2024,0.0001
Indonesia,Roots and tubers,Area harvested,Hectares,2024,859.3951
Indonesia,Cottonseed,Area harvested,Hectares,2025,4.5339
Indonesia,Cottonseed,Exports,Tonnes,2025,0.0001
Indonesia,Wheat,Production,Tonnes,2025,0.0001
Indonesia,Cottonseed,Production,Tonnes,2025,3.0632
Indonesia,Roots and tubers,Exports,Tonnes,2025,508.0325
Indonesia,Roots and tubers,Production,Tonnes,2025,10845.8347
Indonesia,Wheat,Exports,Tonnes,2025,77.4229
Indonesia,Wheat,Area harvested,Hectares,2025,0.0001
Indonesia,Roots and tubers,Area harvested,Hectares,2025,856.966
Indonesia,Cottonseed,Area harvested,Hectares,2026,4.5338
Indonesia,Wheat,Production,Tonnes,2026,0.0001
Indonesia,Cottonseed,Production,Tonnes,2026,3.1098
Indonesia,Roots and tubers,Exports,Tonnes,2026,561.4767
Indonesia,Roots and tubers,Production,Tonnes,2026,11047.2497
Indonesia,Wheat,Exports,Tonnes,2026,75.9463
Indonesia,Wheat,Area harvested,Hectares,2026,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2026,0.0001
Indonesia,Roots and tubers,Area harvested,Hectares,2026,854.541
Indonesia,Cottonseed,Area harvested,Hectares,2027,4.5386
Indonesia,Wheat,Production,Tonnes,2027,0.0001
Indonesia,Cottonseed,Production,Tonnes,2027,3.1607
Indonesia,Roots and tubers,Exports,Tonnes,2027,610.2337
Indonesia,Roots and tubers,Production,Tonnes,2027,11222.3802
Indonesia,Wheat,Exports,Tonnes,2027,74.6186
Indonesia,Wheat,Area harvested,Hectares,2027,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2027,0.0001
Indonesia,Roots and tubers,Area harvested,Hectares,2027,850.6231
Indonesia,Cottonseed,Area harvested,Hectares,2028,4.5436
Indonesia,Wheat,Production,Tonnes,2028,0.0001
Indonesia,Cottonseed,Production,Tonnes,2028,3.2129
Indonesia,Roots and tubers,Exports,Tonnes,2028,669.3914
Indonesia,Roots and tubers,Production,Tonnes,2028,11406.1251
Indonesia,Wheat,Exports,Tonnes,2028,73.385
Indonesia,Wheat,Area harvested,Hectares,2028,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2028,0.0001
Indonesia,Roots and tubers,Area harvested,Hectares,2028,847.1126
Indonesia,Wheat,Production,Tonnes,2029,0.0001
Indonesia,Cottonseed,Production,Tonnes,2029,3.2679
Indonesia,Roots and tubers,Exports,Tonnes,2029,735.1122
Indonesia,Roots and tubers,Production,Tonnes,2029,11583.4311
Indonesia,Wheat,Exports,Tonnes,2029,72.149
Indonesia,Wheat,Area harvested,Hectares,2029,0.0001
Indonesia,Roots and tubers,Area harvested,Hectares,2029,843.5857
Indonesia,Cottonseed,Area harvested,Hectares,2029,4.5507
Indonesia,Cottonseed,Exports,Tonnes,2029,0.0001
Indonesia,Cottonseed,Area harvested,Hectares,2030,4.5573
Indonesia,Wheat,Production,Tonnes,2030,0.0001
Indonesia,Cottonseed,Production,Tonnes,2030,3.3236
Indonesia,Roots and tubers,Exports,Tonnes,2030,804.0934
Indonesia,Roots and tubers,Production,Tonnes,2030,11765.1528
Indonesia,Wheat,Exports,Tonnes,2030,70.9608
Indonesia,Wheat,Area harvested,Hectares,2030,0.0001
Indonesia,Cottonseed,Exports,Tonnes,2030,0.0001
Indonesia,Roots and tubers,Area harvested,Hectares,2030,840.2052
Israel,Cottonseed,Area harvested,Hectares,2019,4.43
Israel,Roots and tubers,Area harvested,Hectares,2015,20.111
Israel,Roots and tubers,Area harvested,Hectares,2030,16.5607
Israel,Roots and tubers,Area harvested,Hectares,2029,16.5526
Israel,Roots and tubers,Area harvested,Hectares,2028,16.5457
Israel,Roots and tubers,Area harvested,Hectares,2027,16.5383
Israel,Roots and tubers,Area harvested,Hectares,2026,16.5323
Israel,Roots and tubers,Area harvested,Hectares,2025,16.5237
Israel,Roots and tubers,Area harvested,Hectares,2024,16.5145
Israel,Cottonseed,Area harvested,Hectares,2018,4.43
Israel,Cottonseed,Area harvested,Hectares,2017,6.8
Israel,Cottonseed,Area harvested,Hectares,2016,7.7775
Israel,Cottonseed,Area harvested,Hectares,2015,9.15
Israel,Cottonseed,Area harvested,Hectares,2030,4.4422
Israel,Cottonseed,Area harvested,Hectares,2029,4.4334
Israel,Cottonseed,Area harvested,Hectares,2028,4.4263
Israel,Cottonseed,Area harvested,Hectares,2027,4.4227
Israel,Cottonseed,Area harvested,Hectares,2026,4.4217
Israel,Cottonseed,Area harvested,Hectares,2025,4.4218
Israel,Cottonseed,Area harvested,Hectares,2024,4.4199
